crime_day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
6,2014,01,18,2014-01-18,16.1,9999.9,9999.9,999.9,15.3,20.0,999.9,20.3,12.4,0.0,999.9,0,663
7,2014,01,19,2014-01-19,22.4,9999.9,9999.9,999.9,16.4,28.9,999.9,33.1,15.3,0.0,999.9,0,648
1,2014,01,20,2014-01-20,32.6,9999.9,9999.9,999.9,14.2,28.0,999.9,40.1,26.8,0.0,999.9,0,696
2,2014,01,21,2014-01-21,15.0,9999.9,9999.9,999.9,24.6,32.1,999.9,25.2,7.5,0.0,999.9,0,590
3,2014,01,22,2014-01-22,7.9,9999.9,9999.9,999.9,13.3,22.0,999.9,14.4,4.3,0.0,999.9,0,625
4,2014,01,23,2014-01-23,5.0,9999.9,9999.9,999.9,21.9,27.0,999.9,13.3,-0.2,0.0,999.9,0,626
5,2014,01,24,2014-01-24,6.5,9999.9,9999.9,999.9,26.8,42.9,999.9,21.9,-2.7,0.0,999.9,0,689
6,2014,01,25,2014-01-25,22.9,9999.9,9999.9,999.9,25.2,36.9,999.9,32.2,14.0,0.0,999.9,0,678
7,2014,01,26,2014-01-26,15.5,9999.9,9999.9,999.9,19.7,28.9,999.9,30.6,8.2,0.0,999.9,0,596
1,2014,01,27,2014-01-27,6.3,9999.9,9999.9,999.9,24.5,33.0,999.9,30.6,-2.6,0.0,999.9,0,546
2,2014,01,28,2014-01-28,-3.6,9999.9,9999.9,999.9,15.6,22.0,999.9,4.1,-8.3,0.0,999.9,0,595
3,2014,01,29,2014-01-29,9.9,9999.9,9999.9,999.9,17.9,21.0,999.9,22.1,3.9,0.0,999.9,0,728
4,2014,01,30,2014-01-30,24.7,9999.9,9999.9,999.9,31.7,40.0,999.9,31.3,21.6,0.0,999.9,0,752
5,2014,01,31,2014-01-31,24.8,9999.9,9999.9,999.9,11.0,27.0,999.9,33.1,18.5,0.0,999.9,0,744
6,2014,02,01,2014-02-01,26.4,9999.9,9999.9,999.9,8.8,19.0,999.9,29.1,23.5,0.0,999.9,0,793
7,2014,02,02,2014-02-02,20.4,9999.9,9999.9,999.9,11.8,19.0,999.9,26.2,14.9,0.0,999.9,0,583
1,2014,02,03,2014-02-03,15.5,9999.9,9999.9,999.9,6.3,9.9,999.9,22.8,10.6,0.0,999.9,0,677
2,2014,02,04,2014-02-04,19.2,9999.9,9999.9,999.9,6.8,9.9,999.9,23.9,15.8,0.0,999.9,0,646
3,2014,02,05,2014-02-05,22.8,9999.9,9999.9,999.9,22.2,29.9,999.9,24.3,19.4,0.0,999.9,0,561
4,2014,02,06,2014-02-06,9.6,9999.9,9999.9,999.9,13.2,19.0,999.9,19.0,2.5,0.0,999.9,0,611
5,2014,02,07,2014-02-07,4.9,9999.9,9999.9,999.9,16.3,26.0,999.9,12.6,1.2,0.0,999.9,0,693
6,2014,02,08,2014-02-08,11.7,9999.9,9999.9,999.9,11.1,18.1,999.9,14.7,9.5,0.0,999.9,0,604
7,2014,02,09,2014-02-09,15.6,9999.9,9999.9,999.9,10.9,18.1,999.9,18.7,12.2,0.0,999.9,0,649
1,2014,02,10,2014-02-10,9.0,9999.9,9999.9,999.9,12.9,18.1,999.9,16.2,2.1,0.0,999.9,0,620
2,2014,02,11,2014-02-11,8.3,9999.9,9999.9,999.9,10.5,15.9,999.9,14.2,4.6,0.0,999.9,0,596
3,2014,02,12,2014-02-12,15.5,9999.9,9999.9,999.9,11.1,14.0,999.9,23.7,9.3,0.0,999.9,0,607
4,2014,02,13,2014-02-13,22.9,9999.9,9999.9,999.9,14.0,22.0,999.9,29.1,19.4,0.0,999.9,0,644
5,2014,02,14,2014-02-14,20.8,9999.9,9999.9,999.9,14.9,31.1,999.9,30.6,15.1,0.0,999.9,0,697
6,2014,02,15,2014-02-15,18.1,9999.9,9999.9,999.9,12.2,19.0,999.9,23.5,12.2,0.0,999.9,0,639
7,2014,02,16,2014-02-16,19.6,9999.9,9999.9,999.9,14.3,19.0,999.9,24.4,16.0,0.0,999.9,0,585
1,2014,02,17,2014-02-17,22.9,9999.9,9999.9,999.9,18.5,29.9,999.9,24.3,21.0,0.0,999.9,0,598
2,2014,02,18,2014-02-18,31.0,9999.9,9999.9,999.9,17.7,34.0,999.9,44.4,22.8,0.0,999.9,0,633
3,2014,02,19,2014-02-19,39.8,9999.9,9999.9,999.9,15.6,31.1,999.9,45.3,34.3,0.0,999.9,0,710
4,2014,02,20,2014-02-20,34.8,9999.9,9999.9,999.9,13.1,25.1,999.9,40.3,32.9,0.0,999.9,0,649
5,2014,02,21,2014-02-21,34.5,9999.9,9999.9,999.9,30.1,40.0,999.9,52.7,27.1,0.0,999.9,0,718
6,2014,02,22,2014-02-22,29.6,9999.9,9999.9,999.9,19.7,25.1,999.9,35.1,23.9,0.0,999.9,0,648
7,2014,02,23,2014-02-23,23.8,9999.9,9999.9,999.9,14.1,22.0,999.9,32.5,17.1,0.0,999.9,0,632
1,2014,02,24,2014-02-24,18.6,9999.9,9999.9,999.9,17.8,22.0,999.9,24.8,13.8,0.0,999.9,0,636
2,2014,02,25,2014-02-25,18.6,9999.9,9999.9,999.9,14.9,22.9,999.9,21.9,15.3,0.0,999.9,0,650
3,2014,02,26,2014-02-26,8.1,9999.9,9999.9,999.9,19.6,25.1,999.9,15.6,1.9,0.0,999.9,0,662
4,2014,02,27,2014-02-27,10.9,9999.9,9999.9,999.9,21.1,32.1,999.9,18.9,4.1,0.0,999.9,0,613
5,2014,02,28,2014-02-28,12.7,9999.9,9999.9,999.9,13.1,22.0,999.9,26.6,8.2,0.0,999.9,0,701
6,2014,03,01,2014-03-01,24.5,9999.9,9999.9,999.9,14.5,22.9,999.9,32.4,15.6,0.0,999.9,0,737
7,2014,03,02,2014-03-02,10.7,9999.9,9999.9,999.9,18.3,20.0,999.9,15.4,8.6,0.0,999.9,0,551
1,2014,03,03,2014-03-03,8.2,9999.9,9999.9,999.9,12.2,19.0,999.9,13.5,3.2,0.0,999.9,0,593
2,2014,03,04,2014-03-04,15.5,9999.9,9999.9,999.9,8.3,12.0,999.9,25.3,9.5,0.0,999.9,0,628
3,2014,03,05,2014-03-05,20.2,9999.9,9999.9,999.9,11.6,15.9,999.9,21.7,18.9,0.0,999.9,0,637
4,2014,03,06,2014-03-06,18.6,9999.9,9999.9,999.9,10.6,18.1,999.9,22.8,14.0,0.0,999.9,0,662
5,2014,03,07,2014-03-07,27.9,9999.9,9999.9,999.9,12.1,17.1,999.9,44.6,18.0,0.0,999.9,0,758
6,2014,03,08,2014-03-08,31.9,9999.9,9999.9,999.9,16.5,22.9,999.9,44.1,24.4,0.0,999.9,0,684
7,2014,03,09,2014-03-09,27.8,9999.9,9999.9,999.9,10.1,22.0,999.9,39.0,23.4,0.0,999.9,0,622
1,2014,03,10,2014-03-10,45.5,9999.9,9999.9,999.9,23.8,34.0,999.9,52.9,38.7,0.0,999.9,0,815
2,2014,03,11,2014-03-11,43.4,9999.9,9999.9,999.9,11.4,22.9,999.9,50.7,34.7,0.0,999.9,0,699
3,2014,03,12,2014-03-12,28.1,9999.9,9999.9,999.9,26.2,35.0,999.9,35.1,20.8,0.0,999.9,0,660
4,2014,03,13,2014-03-13,23.2,9999.9,9999.9,999.9,15.8,26.0,999.9,33.1,19.4,0.0,999.9,0,717
5,2014,03,14,2014-03-14,42.4,9999.9,9999.9,999.9,26.9,33.0,999.9,50.9,33.4,0.0,999.9,0,827
6,2014,03,15,2014-03-15,35.5,9999.9,9999.9,999.9,15.8,28.9,999.9,43.7,29.7,0.0,999.9,0,845
7,2014,03,16,2014-03-16,22.5,9999.9,9999.9,999.9,23.1,29.9,999.9,29.1,16.3,0.0,999.9,0,638
1,2014,03,17,2014-03-17,22.7,9999.9,9999.9,999.9,14.3,21.0,999.9,30.9,19.4,0.0,999.9,0,704
2,2014,03,18,2014-03-18,33.6,9999.9,9999.9,999.9,13.9,18.1,999.9,39.0,30.2,0.0,999.9,0,818
3,2014,03,19,2014-03-19,40.8,9999.9,9999.9,999.9,14.9,22.0,999.9,45.1,36.5,0.0,999.9,0,762
4,2014,03,20,2014-03-20,34.7,9999.9,9999.9,999.9,13.4,24.1,999.9,37.8,31.5,0.0,999.9,0,783
5,2014,03,21,2014-03-21,34.9,9999.9,9999.9,999.9,10.7,15.9,999.9,55.9,32.0,0.0,999.9,0,802
6,2014,03,22,2014-03-22,40.8,9999.9,9999.9,999.9,15.8,25.1,999.9,56.7,31.6,0.0,999.9,0,739
7,2014,03,23,2014-03-23,25.0,9999.9,9999.9,999.9,15.3,22.0,999.9,35.2,20.7,0.0,999.9,0,649
1,2014,03,24,2014-03-24,24.2,9999.9,9999.9,999.9,7.6,13.0,999.9,30.0,22.6,0.0,999.9,0,698
2,2014,03,25,2014-03-25,27.1,9999.9,9999.9,999.9,16.0,21.0,999.9,32.4,23.4,0.0,999.9,0,702
3,2014,03,26,2014-03-26,25.2,9999.9,9999.9,999.9,11.3,19.0,999.9,35.8,20.7,0.0,999.9,0,725
4,2014,03,27,2014-03-27,38.2,9999.9,9999.9,999.9,26.2,32.1,999.9,44.6,35.1,0.0,999.9,0,719
5,2014,03,28,2014-03-28,41.8,9999.9,9999.9,999.9,20.7,35.9,999.9,53.4,33.6,0.0,999.9,0,786
6,2014,03,29,2014-03-29,32.4,9999.9,9999.9,999.9,15.2,20.0,999.9,33.4,31.8,0.0,999.9,0,771
7,2014,03,30,2014-03-30,35.2,9999.9,9999.9,999.9,9.2,18.1,999.9,46.4,32.0,0.0,999.9,0,737
1,2014,03,31,2014-03-31,48.7,9999.9,9999.9,999.9,18.6,26.0,999.9,55.0,42.3,0.0,999.9,0,737
2,2014,04,01,2014-04-01,44.7,9999.9,9999.9,999.9,25.1,32.1,999.9,54.7,32.5,0.0,999.9,0,928
3,2014,04,02,2014-04-02,38.3,9999.9,9999.9,999.9,14.2,20.0,999.9,46.2,32.9,0.0,999.9,0,725
4,2014,04,03,2014-04-03,35.5,9999.9,9999.9,999.9,17.2,22.9,999.9,39.0,32.9,0.0,999.9,0,716
5,2014,04,04,2014-04-04,38.5,9999.9,9999.9,999.9,19.0,32.1,999.9,46.2,34.9,0.0,999.9,0,811
6,2014,04,05,2014-04-05,36.0,9999.9,9999.9,999.9,14.0,25.1,999.9,38.5,34.7,0.0,999.9,0,752
7,2014,04,06,2014-04-06,41.2,9999.9,9999.9,999.9,12.0,15.9,999.9,46.9,36.7,0.0,999.9,0,709
1,2014,04,07,2014-04-07,39.3,9999.9,9999.9,999.9,7.9,15.0,999.9,47.1,36.9,0.0,999.9,0,762
2,2014,04,08,2014-04-08,44.0,9999.9,9999.9,999.9,8.2,15.0,999.9,48.6,38.5,0.0,999.9,0,750
3,2014,04,09,2014-04-09,43.8,9999.9,9999.9,999.9,6.2,18.1,999.9,58.8,38.3,0.0,999.9,0,776
4,2014,04,10,2014-04-10,55.8,9999.9,9999.9,999.9,21.2,32.1,999.9,61.9,50.9,0.0,999.9,0,810
5,2014,04,11,2014-04-11,50.3,9999.9,9999.9,999.9,7.0,17.1,999.9,65.1,41.7,0.0,999.9,0,787
6,2014,04,12,2014-04-12,61.7,9999.9,9999.9,999.9,17.6,35.9,999.9,72.9,52.2,0.0,999.9,0,872
7,2014,04,13,2014-04-13,65.7,9999.9,9999.9,999.9,22.8,27.0,999.9,70.7,62.6,0.0,999.9,0,680
1,2014,04,14,2014-04-14,41.6,9999.9,9999.9,999.9,24.0,35.9,999.9,62.2,34.0,0.0,999.9,0,689
2,2014,04,15,2014-04-15,29.1,9999.9,9999.9,999.9,16.5,22.9,999.9,31.8,27.0,0.0,999.9,0,751
3,2014,04,16,2014-04-16,37.3,9999.9,9999.9,999.9,15.8,22.0,999.9,46.6,30.7,0.0,999.9,0,772
4,2014,04,17,2014-04-17,47.8,9999.9,9999.9,999.9,18.8,26.0,999.9,58.6,41.9,0.0,999.9,0,836
5,2014,04,18,2014-04-18,42.7,9999.9,9999.9,999.9,11.6,15.9,999.9,58.6,36.5,0.0,999.9,0,787
6,2014,04,19,2014-04-19,39.0,9999.9,9999.9,999.9,10.8,18.1,999.9,44.1,36.3,0.0,999.9,0,756
7,2014,04,20,2014-04-20,51.7,9999.9,9999.9,999.9,13.0,19.0,999.9,68.2,44.4,0.0,999.9,0,690
1,2014,04,21,2014-04-21,63.3,9999.9,9999.9,999.9,13.6,20.0,999.9,71.2,53.1,0.0,999.9,0,731
2,2014,04,22,2014-04-22,48.6,9999.9,9999.9,999.9,14.0,25.1,999.9,62.2,40.1,0.0,999.9,0,737
3,2014,04,23,2014-04-23,37.8,9999.9,9999.9,999.9,11.4,19.0,999.9,40.8,36.1,0.0,999.9,0,738
4,2014,04,24,2014-04-24,43.7,9999.9,9999.9,999.9,13.6,27.0,999.9,53.6,37.2,0.0,999.9,0,769
5,2014,04,25,2014-04-25,50.9,9999.9,9999.9,999.9,12.6,22.9,999.9,65.8,43.0,0.0,999.9,0,848
6,2014,04,26,2014-04-26,49.2,9999.9,9999.9,999.9,14.3,20.0,999.9,66.6,36.7,0.0,999.9,0,779
7,2014,04,27,2014-04-27,41.8,9999.9,9999.9,999.9,18.6,24.1,999.9,49.1,37.0,0.0,999.9,0,673
1,2014,04,28,2014-04-28,45.9,9999.9,9999.9,999.9,15.1,32.1,999.9,49.6,42.4,0.0,999.9,0,725
2,2014,04,29,2014-04-29,48.1,9999.9,9999.9,999.9,9.6,20.0,999.9,60.1,45.0,0.0,999.9,0,788
3,2014,04,30,2014-04-30,51.2,9999.9,9999.9,999.9,12.0,20.0,999.9,59.2,47.1,0.0,999.9,0,799
4,2014,05,01,2014-05-01,45.8,9999.9,9999.9,999.9,17.5,22.0,999.9,47.5,43.5,0.0,999.9,0,886
5,2014,05,02,2014-05-02,48.0,9999.9,9999.9,999.9,14.3,19.0,999.9,51.3,46.4,0.0,999.9,0,865
6,2014,05,03,2014-05-03,54.0,9999.9,9999.9,999.9,19.8,26.0,999.9,63.5,48.2,0.0,999.9,0,746
7,2014,05,04,2014-05-04,52.5,9999.9,9999.9,999.9,13.5,20.0,999.9,64.0,43.5,0.0,999.9,0,721
1,2014,05,05,2014-05-05,43.5,9999.9,9999.9,999.9,16.0,22.9,999.9,45.1,41.7,0.0,999.9,0,846
2,2014,05,06,2014-05-06,43.8,9999.9,9999.9,999.9,15.7,22.9,999.9,47.5,40.6,0.0,999.9,0,826
3,2014,05,07,2014-05-07,51.0,9999.9,9999.9,999.9,14.8,21.0,999.9,62.4,44.2,0.0,999.9,0,770
4,2014,05,08,2014-05-08,65.8,9999.9,9999.9,999.9,13.3,31.1,999.9,84.9,48.6,0.0,999.9,0,768
5,2014,05,09,2014-05-09,69.0,9999.9,9999.9,999.9,22.1,28.0,999.9,81.3,60.4,0.0,999.9,0,864
6,2014,05,10,2014-05-10,60.4,9999.9,9999.9,999.9,9.9,22.9,999.9,67.8,55.4,0.0,999.9,0,817
7,2014,05,11,2014-05-11,62.0,9999.9,9999.9,999.9,11.7,19.0,999.9,73.6,51.4,0.0,999.9,0,744
1,2014,05,12,2014-05-12,67.2,9999.9,9999.9,999.9,16.6,24.1,999.9,78.1,57.6,0.0,999.9,0,813
2,2014,05,13,2014-05-13,64.0,9999.9,9999.9,999.9,15.9,24.1,999.9,75.6,55.4,0.0,999.9,0,813
3,2014,05,14,2014-05-14,50.8,9999.9,9999.9,999.9,13.0,18.1,999.9,55.0,45.9,0.0,999.9,0,791
4,2014,05,15,2014-05-15,43.3,9999.9,9999.9,999.9,22.2,35.0,999.9,46.2,40.3,0.0,999.9,0,753
5,2014,05,16,2014-05-16,39.2,9999.9,9999.9,999.9,10.6,15.0,999.9,43.9,36.5,0.0,999.9,0,843
6,2014,05,17,2014-05-17,46.0,9999.9,9999.9,999.9,8.7,15.9,999.9,52.0,40.3,0.0,999.9,0,805
7,2014,05,18,2014-05-18,56.8,9999.9,9999.9,999.9,13.3,18.1,999.9,65.3,52.2,0.0,999.9,0,859
1,2014,05,19,2014-05-19,58.3,9999.9,9999.9,999.9,14.3,19.0,999.9,63.7,53.4,0.0,999.9,0,787
2,2014,05,20,2014-05-20,66.3,9999.9,9999.9,999.9,16.3,24.1,999.9,81.7,55.9,0.0,999.9,0,765
3,2014,05,21,2014-05-21,63.0,9999.9,9999.9,999.9,9.1,26.0,999.9,80.8,50.2,0.0,999.9,0,834
4,2014,05,22,2014-05-22,56.2,9999.9,9999.9,999.9,8.9,18.1,999.9,75.0,50.5,0.0,999.9,0,789
5,2014,05,23,2014-05-23,51.0,9999.9,9999.9,999.9,5.1,8.9,999.9,58.5,47.5,0.0,999.9,0,807
6,2014,05,24,2014-05-24,51.4,9999.9,9999.9,999.9,5.3,9.9,999.9,53.6,49.1,0.0,999.9,0,759
7,2014,05,25,2014-05-25,56.9,9999.9,9999.9,999.9,4.5,15.0,999.9,70.0,52.2,0.0,999.9,0,825
1,2014,05,26,2014-05-26,69.0,9999.9,9999.9,999.9,11.0,20.0,999.9,76.5,58.6,0.0,999.9,0,779
2,2014,05,27,2014-05-27,72.0,9999.9,9999.9,999.9,10.7,15.9,999.9,80.8,66.9,0.0,999.9,0,765
3,2014,05,28,2014-05-28,53.6,9999.9,9999.9,999.9,11.4,22.0,999.9,67.1,48.0,0.0,999.9,0,801
4,2014,05,29,2014-05-29,51.4,9999.9,9999.9,999.9,11.5,18.1,999.9,53.2,49.5,0.0,999.9,0,777
5,2014,05,30,2014-05-30,53.2,9999.9,9999.9,999.9,7.2,13.0,999.9,55.0,51.1,0.0,999.9,0,828
6,2014,05,31,2014-05-31,57.8,9999.9,9999.9,999.9,6.9,18.1,999.9,71.1,54.0,0.0,999.9,0,849
7,2014,06,01,2014-06-01,67.7,9999.9,9999.9,999.9,12.8,22.0,999.9,82.8,59.0,0.0,999.9,0,1040
1,2014,06,02,2014-06-02,73.6,9999.9,9999.9,999.9,23.0,33.0,999.9,79.9,69.3,0.0,999.9,0,877
2,2014,06,03,2014-06-03,71.2,9999.9,9999.9,999.9,14.4,22.9,999.9,79.2,62.1,0.0,999.9,0,899
3,2014,06,04,2014-06-04,60.3,9999.9,9999.9,999.9,10.8,19.0,999.9,65.5,54.0,0.0,999.9,0,776
4,2014,06,05,2014-06-05,55.3,9999.9,9999.9,999.9,8.0,14.0,999.9,58.3,53.6,0.0,999.9,0,802
5,2014,06,06,2014-06-06,59.2,9999.9,9999.9,999.9,3.9,9.9,999.9,65.3,56.5,0.0,999.9,0,859
6,2014,06,07,2014-06-07,66.1,9999.9,9999.9,999.9,8.6,15.9,999.9,73.2,62.2,0.0,999.9,0,870
7,2014,06,08,2014-06-08,56.3,9999.9,9999.9,999.9,21.4,28.0,999.9,66.0,50.7,0.0,999.9,0,773
1,2014,06,09,2014-06-09,53.6,9999.9,9999.9,999.9,11.3,18.1,999.9,57.9,51.3,0.0,999.9,0,824
2,2014,06,10,2014-06-10,53.8,9999.9,9999.9,999.9,11.1,17.1,999.9,58.1,51.8,0.0,999.9,0,674
3,2014,06,11,2014-06-11,55.8,9999.9,9999.9,999.9,14.5,25.1,999.9,59.5,53.2,0.0,999.9,0,775
4,2014,06,12,2014-06-12,58.5,9999.9,9999.9,999.9,7.0,19.0,999.9,74.5,52.0,0.0,999.9,0,822
5,2014,06,13,2014-06-13,61.6,9999.9,9999.9,999.9,12.6,20.0,999.9,73.6,55.9,0.0,999.9,0,936
6,2014,06,14,2014-06-14,62.8,9999.9,9999.9,999.9,11.5,15.0,999.9,68.4,57.6,0.0,999.9,0,844
7,2014,06,15,2014-06-15,67.5,9999.9,9999.9,999.9,18.8,32.1,999.9,79.3,62.8,0.0,999.9,0,884
1,2014,06,16,2014-06-16,75.2,9999.9,9999.9,999.9,12.4,24.1,999.9,81.9,67.8,0.0,999.9,0,873
2,2014,06,17,2014-06-17,75.1,9999.9,9999.9,999.9,18.5,35.0,999.9,82.4,66.9,0.0,999.9,0,889
3,2014,06,18,2014-06-18,70.7,9999.9,9999.9,999.9,11.7,22.9,999.9,81.1,61.5,0.0,999.9,0,772
4,2014,06,19,2014-06-19,58.2,9999.9,9999.9,999.9,9.5,21.0,999.9,66.0,54.5,0.0,999.9,0,824
5,2014,06,20,2014-06-20,68.0,9999.9,9999.9,999.9,8.7,15.9,999.9,78.6,61.0,0.0,999.9,0,889
6,2014,06,21,2014-06-21,60.5,9999.9,9999.9,999.9,8.4,17.1,999.9,68.2,57.4,0.0,999.9,0,865
7,2014,06,22,2014-06-22,61.6,9999.9,9999.9,999.9,5.4,13.0,999.9,67.3,57.6,0.0,999.9,0,867
1,2014,06,23,2014-06-23,63.4,9999.9,9999.9,999.9,6.1,14.0,999.9,71.6,57.9,0.0,999.9,0,830
2,2014,06,24,2014-06-24,67.9,9999.9,9999.9,999.9,6.2,11.1,999.9,73.8,64.2,0.0,999.9,0,862
3,2014,06,25,2014-06-25,61.3,9999.9,9999.9,999.9,8.8,19.0,999.9,72.1,56.7,0.0,999.9,0,857
4,2014,06,26,2014-06-26,57.2,9999.9,9999.9,999.9,8.7,19.0,999.9,59.0,55.9,0.0,999.9,0,826
5,2014,06,27,2014-06-27,62.1,9999.9,9999.9,999.9,6.3,17.1,999.9,77.9,57.6,0.0,999.9,0,900
6,2014,06,28,2014-06-28,73.1,9999.9,9999.9,999.9,14.1,20.0,999.9,77.7,67.8,0.0,999.9,0,853
7,2014,06,29,2014-06-29,74.8,9999.9,9999.9,999.9,16.5,24.1,999.9,83.1,70.2,0.0,999.9,0,906
1,2014,06,30,2014-06-30,76.1,9999.9,9999.9,999.9,18.8,24.1,999.9,82.0,69.3,0.0,999.9,0,800
2,2014,07,01,2014-07-01,70.4,9999.9,9999.9,999.9,18.4,24.1,999.9,77.7,63.9,0.0,999.9,0,1017
3,2014,07,02,2014-07-02,66.5,9999.9,9999.9,999.9,13.9,18.1,999.9,77.7,54.5,0.0,999.9,0,818
4,2014,07,03,2014-07-03,59.4,9999.9,9999.9,999.9,7.3,9.9,999.9,66.2,55.0,0.0,999.9,0,886
5,2014,07,04,2014-07-04,64.6,9999.9,9999.9,999.9,7.7,15.0,999.9,67.5,61.9,0.0,999.9,0,837
6,2014,07,05,2014-07-05,68.2,9999.9,9999.9,999.9,10.7,18.1,999.9,74.5,63.5,0.0,999.9,0,900
7,2014,07,06,2014-07-06,71.4,9999.9,9999.9,999.9,14.4,22.9,999.9,81.7,64.4,0.0,999.9,0,874
1,2014,07,07,2014-07-07,75.0,9999.9,9999.9,999.9,15.7,25.1,999.9,81.3,70.2,0.0,999.9,0,899
2,2014,07,08,2014-07-08,74.8,9999.9,9999.9,999.9,13.7,21.0,999.9,80.8,64.9,0.0,999.9,0,818
3,2014,07,09,2014-07-09,68.1,9999.9,9999.9,999.9,10.4,20.0,999.9,76.1,62.8,0.0,999.9,0,854
4,2014,07,10,2014-07-10,65.7,9999.9,9999.9,999.9,6.7,14.0,999.9,68.0,64.8,0.0,999.9,0,821
5,2014,07,11,2014-07-11,68.5,9999.9,9999.9,999.9,9.0,15.0,999.9,72.0,64.9,0.0,999.9,0,944
6,2014,07,12,2014-07-12,73.1,9999.9,9999.9,999.9,11.6,18.1,999.9,76.5,70.7,0.0,999.9,0,810
7,2014,07,13,2014-07-13,73.2,9999.9,9999.9,999.9,14.5,33.0,999.9,77.9,68.5,0.0,999.9,0,849
1,2014,07,14,2014-07-14,70.4,9999.9,9999.9,999.9,7.7,14.0,999.9,79.2,63.3,0.0,999.9,0,817
2,2014,07,15,2014-07-15,63.0,9999.9,9999.9,999.9,13.0,17.1,999.9,70.7,56.8,0.0,999.9,0,817
3,2014,07,16,2014-07-16,61.3,9999.9,9999.9,999.9,9.8,15.9,999.9,64.2,59.2,0.0,999.9,0,847
4,2014,07,17,2014-07-17,65.5,9999.9,9999.9,999.9,8.1,13.0,999.9,68.5,61.9,0.0,999.9,0,809
5,2014,07,18,2014-07-18,68.1,9999.9,9999.9,999.9,10.5,14.0,999.9,70.5,65.5,0.0,999.9,0,876
6,2014,07,19,2014-07-19,68.8,9999.9,9999.9,999.9,5.7,12.0,999.9,70.9,65.7,0.0,999.9,0,868
7,2014,07,20,2014-07-20,69.8,9999.9,9999.9,999.9,6.9,13.0,999.9,72.7,67.1,0.0,999.9,0,843
1,2014,07,21,2014-07-21,72.5,9999.9,9999.9,999.9,9.0,15.0,999.9,76.1,70.0,0.0,999.9,0,810
2,2014,07,22,2014-07-22,77.0,9999.9,9999.9,999.9,14.8,21.0,999.9,84.9,71.8,0.0,999.9,0,835
3,2014,07,23,2014-07-23,68.4,9999.9,9999.9,999.9,21.3,28.0,999.9,84.2,61.3,0.0,999.9,0,861
4,2014,07,24,2014-07-24,62.8,9999.9,9999.9,999.9,14.2,22.0,999.9,64.6,61.0,0.0,999.9,0,855
5,2014,07,25,2014-07-25,66.6,9999.9,9999.9,999.9,11.4,22.9,999.9,71.6,62.6,0.0,999.9,0,924
6,2014,07,26,2014-07-26,69.8,9999.9,9999.9,999.9,10.1,17.1,999.9,72.3,67.5,0.0,999.9,0,874
7,2014,07,27,2014-07-27,75.3,9999.9,9999.9,999.9,12.3,27.0,999.9,81.7,70.0,0.0,999.9,0,890
1,2014,07,28,2014-07-28,62.7,9999.9,9999.9,999.9,23.1,31.1,999.9,74.1,58.5,0.0,999.9,0,874
